source,source_record_id,ein,organization_name,dba_name,street,city,state,zip,county,latitude,longitude,ntee_code,ntee_definition,status_code,status_definition,last_seen_vintage,tax_period,revenue_amount,asset_amount,income_amount,size,size_basis,active_flag,source_url
IRS/NCCS BMF,33-1248368,33-1248368,Warden Food Bank,,PO BOX 115,WARDEN,WA,98857-0115,Grant County,46.986921,-119.05902,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-1348399,33-1348399,Revive Community Service,,11118 E 36TH AVE,SPOKANE VLY,WA,99206-9687,Spokane County,47.6237728720354,-117.255056086733,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,500,500,500,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-3437780,33-3437780,Chuck Wagon Ministries,,2121 VLY VW BLVD,E WENATCHEE,WA,98802-4079,Douglas County,47.439626446044,-120.284010170928,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-3668457,33-3668457,Healthy Equitable Living Project,,4300 MAIN ST,VANCOUVER,WA,98663-1848,Clark County,45.653301,-122.6681685,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1553470,37-1553470,Roy Fish Food Bank,,,ROY,WA,98580,,,,K31,"Food Banks, Pantries",,,2016-03,201412,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-1843791,37-1843791,Gateway Group Of Tacoma,,7310 12TH AVE E,TACOMA,WA,98404-1734,Pierce County,47.190385645017,-122.412983977581,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,38-3796480,38-3796480,The Extra Milers,,,VADER,WA,98593,,,,K31,"Food Banks, Pantries",,,2016-08,201312,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-3685598,39-3685598,Star Military Fund,,32797 COCKREHAM IS RD,SEDRO WOOLLEY,WA,98284-8691,Skagit County,48.516462,-122.0341095,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-3969860,39-3969860,Red Cedar Community Network,,9729 58TH PL W,MUKILTEO,WA,98275-4103,Snohomish County,47.9096216519419,-122.312843881875,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-3981623,39-3981623,Lynden Youth Pantry,,1425 LUPIN ST,LYNDEN,WA,98264-3906,Whatcom County,48.954204,-122.4209865307,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-3194394,41-3194394,Cher Jesus Association,,5407 VLG PARK DR SE APT 3212,BELLEVUE,WA,98006-5591,King County,47.554587,-122.1173595,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-4474914,41-4474914,Tekoa Food Pantry,,419 N WASHINGTON ST,TEKOA,WA,99033-0000,Whitman County,47.2259801990324,-117.075259873617,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-4984890,41-4984890,Little Food Project,,1950 BLACK LK BLVD SW,OLYMPIA,WA,98512-5651,Thurston County,47.0306783624561,-122.942886140978,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-1913897,45-1913897,Feeding Washington,,1234 E FRNT AVE,SPOKANE,WA,99202-2148,Spokane County,47.66031,-117.391266,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,3172734,2145666,3172734,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-2645526,45-2645526,Lewis River Mobile Food Bank,,38809 NE 41ST AVE,LA CENTER,WA,98629-4610,Clark County,45.900342,-122.627502,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,103749,110670,103749,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-2806650,45-2806650,Storehouse,,PO BOX 339,PULLMAN,WA,99163-0339,Whitman County,46.735047,-117.1746405,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,202,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-3827860,45-3827860,American Polynesian Organization,,1236 S DONOVAN ST,SEATTLE,WA,98108-4835,King County,47.5256174021869,-122.315955904524,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,79358,79358,79358,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-5576783,45-5576783,Community Food Pantry,,PO BOX 1858,BELFAIR,WA,98528-1858,Mason County,47.430684,-122.875119,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,82513,24887,82513,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-0720412,46-0720412,Rainier Emergency Food Center,,,RAINIER,WA,98576,,,,K31,"Food Banks, Pantries",,,2015-07,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-0986043,46-0986043,Cornelius Deeds,,PO BOX 9434,TACOMA,WA,98490-0434,Pierce County,47.206296,-122.4827685,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-2057382,46-2057382,Gold Bar Food Bank,,,GOLD BAR,WA,98251,,,,K31,"Food Banks, Pantries",,,2016-08,201412,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-2900301,46-2900301,Umbrella For Life,,,SEATTLE,WA,98101,,,,K31,"Food Banks, Pantries",,,2016-04,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-3480003,46-3480003,Ocean Shores Food Bank,,PO BOX 1293,OCEAN SHORES,WA,98569-1293,Grays Harbor County,46.976544,-124.1560305,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,668044,1139451,671635,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-4500713,46-4500713,South Beach Food Bank Services,South Beach Food Bank,314 N BROADWAY,WESTPORT,WA,98595-9624,Grays Harbor County,46.8827731254169,-124.107099491773,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202501,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-5254355,46-5254355,Carnation Public Food Bank,,,CARNATION,WA,98014,,,,K31,"Food Banks, Pantries",,,2016-08,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-5405179,46-5405179,Key Peninsula Bischoff Food Bank,,PO BOX 554,VAUGHN,WA,98394-0554,Pierce County,47.32542,-122.7775995,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,1488430,463507,859038,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-5630025,46-5630025,Cashmere Food Bank,,PO BOX 225,CASHMERE,WA,98815-0225,Chelan County,47.52207,-120.48093,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,268995,198025,269879,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-0878365,47-0878365,Renton Gleaners Association,,PO BOX 3174,RENTON,WA,98056-0008,King County,47.488113,-122.16042,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202406,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-1100016,47-1100016,Community Outreach And Life Skills Center,,PO BOX 665,CLE ELUM,WA,98922-0665,Kittitas County,47.189421,-120.934368,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,52106,24028,52106,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-1246202,47-1246202,Peoples Pantry Of Ferry County,Peoples Pantry,925 S KELLER ST,REPUBLIC,WA,99166-0000,Ferry County,48.6447187790698,-118.736429970598,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-1268499,47-1268499,North Palouse Community Food Bank,,PO BOX 462,FAIRFIELD,WA,99012-0462,Spokane County,47.385918,-117.191142,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-1716276,47-1716276,Snohomish County Food Bank Coalition,,PO BOX 830,MARYSVILLE,WA,98270-0830,Snohomish County,48.062331,-122.15322,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,1207514,201730,1207514,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-2136432,47-2136432,West End Food Pantry,,30 ROSBURG SCHOOL RD,ROSBURG,WA,98643-9632,Wahkiakum County,46.3361342612666,-123.640155037798,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202312,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-2466859,47-2466859,Hospitality Suites,,,TACOMA,WA,98411,,,,K31,"Food Banks, Pantries",,,2016-08,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-2530331,47-2530331,Lowell Community Food Bank,,,EVERETT,WA,98203,,,,K31,"Food Banks, Pantries",,,2016-08,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-2844819,47-2844819,Hidden Manna,,4904 114TH AVE NE,KIRKLAND,WA,98033-7716,King County,47.653749,-122.188232484852,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-2869484,47-2869484,Dirt Reborn,,15170 CONNELLY RD,SNOHOMISH,WA,98296-0000,Snohomish County,47.8577059816345,-122.093556767561,K31,"Food Banks, Pantries",1,Unconditional Exemption,2023-11,202012,0,0,0,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-3062144,47-3062144,Gods Portion,,PO BOX 1075,CENTRALIA,WA,98531-0720,Lewis County,46.727541,-122.96736,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,202012,87786,5762,87786,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-3428509,47-3428509,Spokane Edible Tree Project,,1832 W DEAN AVE,SPOKANE,WA,99201-1829,Spokane County,47.66625,-117.439875,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,33487,38945,33670,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-3796075,47-3796075,Colfax Food Pantry,,121 MAIN ST,COLFAX,WA,99111-0000,Whitman County,46.8800669861215,-117.364723545906,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-3847459,47-3847459,Puget Sound Pet Food Bank,,32705 5TH AVE SW,FEDERAL WAY,WA,98023-5616,King County,47.3094866466905,-122.340636590224,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,153974,135495,163912,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-4697612,47-4697612,Dinner Table Foundation,Dinner Table,,OMAK,WA,98841,,,,K31,"Food Banks, Pantries",,,2022-01,201812,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,51-0137437,51-0137437,Coordinating Council Of Fish And Food Banks In Pierce County,,,TACOMA,WA,98406,,,,K31,"Food Banks, Pantries",,,1989-06,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,51-0180724,51-0180724,Greater Chehalis Food Bank,,750 SW 21ST ST,CHEHALIS,WA,98532-0000,Lewis County,46.6460840641122,-122.938139216141,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,783625,760894,783625,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,55-0845518,55-0845518,Toppenish Community Chest,,4 N B ST,TOPPENISH,WA,98948-1313,Yakima County,46.3772761199564,-120.307002215261,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,209879,566441,209879,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,61-1683491,61-1683491,Fountain Of Life Foundation,,PO BOX 1101,MILTON,WA,98354-1101,Pierce County,47.249982,-122.3116785,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,,218453,155388,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,65-1274516,65-1274516,Ywam Faith Harvest Helpers,,12643 CASE RD SW,OLYMPIA,WA,98512-1065,Thurston County,46.9026048684861,-122.963458105141,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202312,1063375,1021192,1066467,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,65-1283027,65-1283027,The Gleaners Pantry,,8895 GUIDE MERIDIAN RD,LYNDEN,WA,98264-9747,Whatcom County,48.9638807391079,-122.485236637313,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,68-0489766,68-0489766,Second Harvest Gleaners,,,FERNDALE,WA,98248,,,,K31,"Food Banks, Pantries",,,2006-11,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,72-1547205,72-1547205,Tacoma Adventist Community Services,,PO BOX 11291,TACOMA,WA,98411-0291,Pierce County,47.219967,-122.4735615,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,81869,89595,81869,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,75-3080625,75-3080625,Airway Heights Food Pantry-Food Bank,,,AIRWAY HGTS,WA,99001,,,,K31,"Food Banks, Pantries",,,2006-11,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,80-0866528,80-0866528,La Conner Sunrise Food Bank,,PO BOX 922,LA CONNER,WA,98257-0922,Skagit County,48.391479,-122.496192,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,803820,286193,803820,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,81-0541333,81-0541333,Good Neighbor Gleaners Association,,16704 199TH PL NE,WOODINVILLE,WA,98077-9495,King County,47.749185,-122.071392007877,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,81-4728878,81-4728878,Nourishing Souls,,,KIRKLAND,WA,98033,,,,K31,"Food Banks, Pantries",,,2019-08,,,,,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,81-4759697,81-4759697,Revive & Help Ministries,Revive Ministries,11118 E 36TH AVE,SPOKANE VLY,WA,99206-9687,Spokane County,47.6237728720354,-117.255056086733,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202312,0,1,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,81-5209512,81-5209512,Jacobs Angels Food Pantry,,7310 64TH ST CT W,UNIVERSITY,WA,98467-4529,Pierce County,47.1989639347626,-122.535797841105,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,,2793,4937,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-0832834,82-0832834,Youth Efforts Against Hunger - Yeah,,PO BOX 87,BRUSH PRAIRIE,WA,98606-0087,Clark County,45.73251,-122.462199,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,105528,263189,132074,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-1318383,82-1318383,Parkway Community Services,,7808 207TH ST CT E,SPANAWAY,WA,98387-3061,Pierce County,47.0681646402852,-122.325676575076,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-2491928,82-2491928,North Pacific County Food Bank,,1899 PARK AVE,RAYMOND,WA,98577-1315,Pacific County,46.6937554601823,-123.739758,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,72662,336933,72662,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-2801820,82-2801820,Lake City Hope And Help Center,,,STEILACOOM,WA,98388,,,,K31,"Food Banks, Pantries",,,2020-04,201906,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-3186327,82-3186327,Beyond Vision Foundation,,2382 ALLEN RD,ELK,WA,99009-9579,Pend Oreille County,48.052656,-117.303552,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,142997,32509,142997,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-4074250,82-4074250,Love Thy Neighbor,,801 LOUISE WISE AVE NW,ORTING,WA,98360-7500,Pierce County,47.1056637548909,-122.222476849155,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-4153719,82-4153719,Sharenet Food Bank,,PO BOX 479,KINGSTON,WA,98346-0479,Kitsap County,47.808657,-122.522382,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,1186980,882927,1224575,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-5192919,82-5192919,Chabad Of Bellevue-Redmond,,16199 NORTHUP WAY,BELLEVUE,WA,98008-2542,King County,47.6252091207226,-122.125012986093,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,83-1619811,83-1619811,Darrington Food Bank Foundation,,PO BOX 696,DARRINGTON,WA,98241-0696,Snohomish County,48.266136,-121.5838395,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,137113,311198,137113,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,83-1901212,83-1901212,Spanaway Food Bank,,16001 A ST S,SPANAWAY,WA,98387-8272,Pierce County,47.1117803993883,-122.431953016735,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,83-2159144,83-2159144,Aberdeen Food Bank,,PO BOX 444,ABERDEEN,WA,98520-0102,Grays Harbor County,46.974339,-123.8076495,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202212,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,83-2626176,83-2626176,Platefull,,7363 NE 140TH ST,KIRKLAND,WA,98034-9702,King County,47.7264810288534,-122.240882069248,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202410,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,83-3073824,83-3073824,Curlew Community Food Pantry,,23 CUSTOMS RD,CURLEW,WA,99118-9638,Ferry County,48.8843405966879,-118.60774002265,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,,9623,15952,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,83-4209975,83-4209975,Nouri,,522 W RIVERSIDE AVE STE N,SPOKANE,WA,99201-0580,Spokane County,47.658168,-117.420615,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,202112,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,83-4462136,83-4462136,Colton Uniontown Food Pantry,,PO BOX 200,COLTON,WA,99113-0200,Whitman County,46.588671,-117.151821,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,84-1642388,84-1642388,Lynnwood Food Bank,,5320 176TH ST SW,LYNNWOOD,WA,98037-3035,Snohomish County,47.8391284390045,-122.30569994893,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202406,5999522,1140961,5999522,Medium,IRS revenue $5M–<$25M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,84-1787047,84-1787047,Joyous Jars,,26424 SE 162ND PL,ISSAQUAH,WA,98027-8237,King County,47.4563769747819,-121.988432389117,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,202012,0,0,0,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,84-2209131,84-2209131,Edmonds Food Bank,,828 CASPERS ST L100,EDMONDS,WA,98020-2618,Snohomish County,47.8177345272669,-122.3690175,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,4215812,2420800,4230971,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,84-3467671,84-3467671,Storehouse Food Bank,,17110 140TH AVE NE,WOODINVILLE,WA,98072-8572,King County,47.752128,-122.152690536962,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,134662,179991,134662,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,84-3580211,84-3580211,Food Rescue Of Sky Valley,,PO BOX 1244,SULTAN,WA,98294-1244,Snohomish County,47.872701,-121.738392,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202602,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,84-3716637,84-3716637,We Care About Reardan Edwall,We Care,PO BOX 82,REARDAN,WA,99029-0082,Lincoln County,47.702034,-117.835029,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,84-4125258,84-4125258,Pastors Pantry Food Bank,,PO BOX 1341,MORTON,WA,98356-1341,Lewis County,46.557126,-122.276961,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,84-4585954,84-4585954,The Wholesome Pantry Nonprofit,The Wholesome Pantry,,BOTHELL,WA,98011,,,,K31,"Food Banks, Pantries",,,2022-08,202012,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,84-5142483,84-5142483,Isaiah S F A S T Foundation,,7183 TOBERMORY CIR SW,PORT ORCHARD,WA,98367-6438,Kitsap County,47.4997950951874,-122.683963064949,K31,"Food Banks, Pantries",1,Unconditional Exemption,2023-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,85-1416513,85-1416513,Clark Neighbors Food Project,,4905 NE 47TH AVE,VANCOUVER,WA,98661-2630,Clark County,45.657513,-122.6234205,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,85-3821353,85-3821353,Mountain Country Pantry,,PO BOX 1611,EATONVILLE,WA,98328-1611,Pierce County,46.899756,-122.3113005,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,33987,14668,33987,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1779715,86-1779715,Opportunity For Young Leaders,,32301 2ND AVE SW,FEDERAL WAY,WA,98023-5604,King County,47.31201,-122.3370380146,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
