ID,Food Item,Category,Storage Type,Dietary Notes
1950,"Steak Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
1951,"Steak Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
1952,"Steak Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
1953,"Steak Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
1954,"Taco Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
1955,"Taco Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
1956,"Taco Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
1957,"Taco Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
1958,"Taco Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
1959,"Salsa, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
1960,"Salsa, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
1961,"Salsa, family-size",Condiments & Sauces,Shelf-stable,Varies by item
1962,"Salsa, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
1963,"Salsa, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
1964,"Pico De Gallo Salsa, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
1965,"Pico De Gallo Salsa, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
1966,"Pico De Gallo Salsa, family-size",Condiments & Sauces,Shelf-stable,Varies by item
1967,"Pico De Gallo Salsa, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
1968,"Pico De Gallo Salsa, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
1969,"Enchilada Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
1970,"Enchilada Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
1971,"Enchilada Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
1972,"Enchilada Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
1973,"Enchilada Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
1974,"Marinara Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
1975,"Marinara Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
1976,"Marinara Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
1977,"Marinara Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
1978,"Marinara Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
1979,"Tomato Basil Pasta Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
1980,"Tomato Basil Pasta Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
1981,"Tomato Basil Pasta Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
1982,"Tomato Basil Pasta Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
1983,"Tomato Basil Pasta Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
1984,"Alfredo Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
1985,"Alfredo Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
1986,"Alfredo Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
1987,"Alfredo Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
1988,"Alfredo Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
1989,"Pesto Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
1990,"Pesto Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
1991,"Pesto Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
1992,"Pesto Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
1993,"Pesto Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
1994,"Pizza Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
1995,"Pizza Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
1996,"Pizza Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
1997,"Pizza Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
1998,"Pizza Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
1999,"Curry Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2000,"Curry Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2001,"Curry Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2002,"Curry Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2003,"Curry Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2004,"Tikka Masala Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2005,"Tikka Masala Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2006,"Tikka Masala Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2007,"Tikka Masala Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2008,"Tikka Masala Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2009,"Peanut Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2010,"Peanut Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2011,"Peanut Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2012,"Peanut Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2013,"Peanut Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2014,"Sweet Chili Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2015,"Sweet Chili Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2016,"Sweet Chili Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2017,"Sweet Chili Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2018,"Sweet Chili Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2019,"Hoisin Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2020,"Hoisin Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2021,"Hoisin Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2022,"Hoisin Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2023,"Hoisin Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2024,"Fish Sauce, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2025,"Fish Sauce, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2026,"Fish Sauce, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2027,"Fish Sauce, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2028,"Fish Sauce, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2029,"Ranch Dressing, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2030,"Ranch Dressing, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2031,"Ranch Dressing, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2032,"Ranch Dressing, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2033,"Ranch Dressing, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2034,"Italian Dressing, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2035,"Italian Dressing, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2036,"Italian Dressing, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2037,"Italian Dressing, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2038,"Italian Dressing, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2039,"Vinaigrette, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2040,"Vinaigrette, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2041,"Vinaigrette, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2042,"Vinaigrette, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2043,"Vinaigrette, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2044,"Caesar Dressing, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2045,"Caesar Dressing, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2046,"Caesar Dressing, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2047,"Caesar Dressing, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2048,"Caesar Dressing, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2049,"Honey Mustard Dressing, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2050,"Honey Mustard Dressing, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2051,"Honey Mustard Dressing, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2052,"Honey Mustard Dressing, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2053,"Honey Mustard Dressing, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2054,"Relish, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2055,"Relish, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2056,"Relish, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2057,"Relish, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2058,"Relish, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2059,"Pickle Slices, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2060,"Pickle Slices, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2061,"Pickle Slices, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2062,"Pickle Slices, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2063,"Pickle Slices, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2064,"Olives, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2065,"Olives, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2066,"Olives, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2067,"Olives, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2068,"Olives, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2069,"Capers, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2070,"Capers, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2071,"Capers, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2072,"Capers, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2073,"Capers, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2074,"Gravy, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2075,"Gravy, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2076,"Gravy, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2077,"Gravy, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2078,"Gravy, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2079,"Brown Gravy Mix, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2080,"Brown Gravy Mix, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2081,"Brown Gravy Mix, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2082,"Brown Gravy Mix, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2083,"Brown Gravy Mix, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2084,"Turkey Gravy Mix, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2085,"Turkey Gravy Mix, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2086,"Turkey Gravy Mix, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2087,"Turkey Gravy Mix, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2088,"Turkey Gravy Mix, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2089,"Jam, standard bottle",Condiments & Sauces,Shelf-stable,Varies by item
2090,"Jam, small bottle",Condiments & Sauces,Shelf-stable,Varies by item
2091,"Jam, family-size",Condiments & Sauces,Shelf-stable,Varies by item
2092,"Jam, single-serve packets",Condiments & Sauces,Shelf-stable,Varies by item
2093,"Jam, reduced-sodium",Condiments & Sauces,Shelf-stable,Varies by item
2094,"Saltine Crackers, single-serve",Snacks,Shelf-stable,Varies by item
2095,"Saltine Crackers, multipack",Snacks,Shelf-stable,Varies by item
2096,"Saltine Crackers, family-size",Snacks,Shelf-stable,Varies by item
2097,"Saltine Crackers, low-sodium",Snacks,Shelf-stable,Varies by item
2098,"Saltine Crackers, no-sugar-added",Snacks,Shelf-stable,Varies by item
2099,"Whole-Wheat Crackers, single-serve",Snacks,Shelf-stable,Varies by item
2100,"Whole-Wheat Crackers, multipack",Snacks,Shelf-stable,Varies by item
2101,"Whole-Wheat Crackers, family-size",Snacks,Shelf-stable,Varies by item
2102,"Whole-Wheat Crackers, low-sodium",Snacks,Shelf-stable,Varies by item
2103,"Whole-Wheat Crackers, no-sugar-added",Snacks,Shelf-stable,Varies by item
2104,"Cheese Crackers, single-serve",Snacks,Shelf-stable,Varies by item
2105,"Cheese Crackers, multipack",Snacks,Shelf-stable,Varies by item
2106,"Cheese Crackers, family-size",Snacks,Shelf-stable,Varies by item
2107,"Cheese Crackers, low-sodium",Snacks,Shelf-stable,Varies by item
2108,"Cheese Crackers, no-sugar-added",Snacks,Shelf-stable,Varies by item
2109,"Graham Crackers, single-serve",Snacks,Shelf-stable,Varies by item
2110,"Graham Crackers, multipack",Snacks,Shelf-stable,Varies by item
2111,"Graham Crackers, family-size",Snacks,Shelf-stable,Varies by item
2112,"Graham Crackers, low-sodium",Snacks,Shelf-stable,Varies by item
2113,"Graham Crackers, no-sugar-added",Snacks,Shelf-stable,Varies by item
2114,"Rice Cakes, single-serve",Snacks,Shelf-stable,Varies by item
2115,"Rice Cakes, multipack",Snacks,Shelf-stable,Varies by item
2116,"Rice Cakes, family-size",Snacks,Shelf-stable,Varies by item
2117,"Rice Cakes, low-sodium",Snacks,Shelf-stable,Varies by item
2118,"Rice Cakes, no-sugar-added",Snacks,Shelf-stable,Varies by item
2119,"Pretzels, single-serve",Snacks,Shelf-stable,Varies by item
2120,"Pretzels, multipack",Snacks,Shelf-stable,Varies by item
2121,"Pretzels, family-size",Snacks,Shelf-stable,Varies by item
2122,"Pretzels, low-sodium",Snacks,Shelf-stable,Varies by item
2123,"Pretzels, no-sugar-added",Snacks,Shelf-stable,Varies by item
2124,"Tortilla Chips, single-serve",Snacks,Shelf-stable,Varies by item
2125,"Tortilla Chips, multipack",Snacks,Shelf-stable,Varies by item
2126,"Tortilla Chips, family-size",Snacks,Shelf-stable,Varies by item
2127,"Tortilla Chips, low-sodium",Snacks,Shelf-stable,Varies by item
2128,"Tortilla Chips, no-sugar-added",Snacks,Shelf-stable,Varies by item
2129,"Corn Chips, single-serve",Snacks,Shelf-stable,Varies by item
2130,"Corn Chips, multipack",Snacks,Shelf-stable,Varies by item
2131,"Corn Chips, family-size",Snacks,Shelf-stable,Varies by item
2132,"Corn Chips, low-sodium",Snacks,Shelf-stable,Varies by item
2133,"Corn Chips, no-sugar-added",Snacks,Shelf-stable,Varies by item
2134,"Potato Chips, single-serve",Snacks,Shelf-stable,Varies by item
2135,"Potato Chips, multipack",Snacks,Shelf-stable,Varies by item
2136,"Potato Chips, family-size",Snacks,Shelf-stable,Varies by item
2137,"Potato Chips, low-sodium",Snacks,Shelf-stable,Varies by item
2138,"Potato Chips, no-sugar-added",Snacks,Shelf-stable,Varies by item
2139,"Pita Chips, single-serve",Snacks,Shelf-stable,Varies by item
2140,"Pita Chips, multipack",Snacks,Shelf-stable,Varies by item
2141,"Pita Chips, family-size",Snacks,Shelf-stable,Varies by item
2142,"Pita Chips, low-sodium",Snacks,Shelf-stable,Varies by item
2143,"Pita Chips, no-sugar-added",Snacks,Shelf-stable,Varies by item
2144,"Popcorn Kernels, single-serve",Snacks,Shelf-stable,Varies by item
2145,"Popcorn Kernels, multipack",Snacks,Shelf-stable,Varies by item
2146,"Popcorn Kernels, family-size",Snacks,Shelf-stable,Varies by item
2147,"Popcorn Kernels, low-sodium",Snacks,Shelf-stable,Varies by item
2148,"Popcorn Kernels, no-sugar-added",Snacks,Shelf-stable,Varies by item
2149,"Microwave Popcorn, single-serve",Snacks,Shelf-stable,Varies by item
2150,"Microwave Popcorn, multipack",Snacks,Shelf-stable,Varies by item
2151,"Microwave Popcorn, family-size",Snacks,Shelf-stable,Varies by item
2152,"Microwave Popcorn, low-sodium",Snacks,Shelf-stable,Varies by item
2153,"Microwave Popcorn, no-sugar-added",Snacks,Shelf-stable,Varies by item
2154,"Applesauce Cups, single-serve",Snacks,Shelf-stable,Varies by item
2155,"Applesauce Cups, multipack",Snacks,Shelf-stable,Varies by item
2156,"Applesauce Cups, family-size",Snacks,Shelf-stable,Varies by item
2157,"Applesauce Cups, low-sodium",Snacks,Shelf-stable,Varies by item
2158,"Applesauce Cups, no-sugar-added",Snacks,Shelf-stable,Varies by item
2159,"Fruit Cups, single-serve",Snacks,Shelf-stable,Varies by item
2160,"Fruit Cups, multipack",Snacks,Shelf-stable,Varies by item
2161,"Fruit Cups, family-size",Snacks,Shelf-stable,Varies by item
2162,"Fruit Cups, low-sodium",Snacks,Shelf-stable,Varies by item
2163,"Fruit Cups, no-sugar-added",Snacks,Shelf-stable,Varies by item
2164,"Fruit Snacks, single-serve",Snacks,Shelf-stable,Varies by item
2165,"Fruit Snacks, multipack",Snacks,Shelf-stable,Varies by item
2166,"Fruit Snacks, family-size",Snacks,Shelf-stable,Varies by item
2167,"Fruit Snacks, low-sodium",Snacks,Shelf-stable,Varies by item
2168,"Fruit Snacks, no-sugar-added",Snacks,Shelf-stable,Varies by item
2169,"Granola Bars, single-serve",Snacks,Shelf-stable,Varies by item
2170,"Granola Bars, multipack",Snacks,Shelf-stable,Varies by item
2171,"Granola Bars, family-size",Snacks,Shelf-stable,Varies by item
2172,"Granola Bars, low-sodium",Snacks,Shelf-stable,Varies by item
2173,"Granola Bars, no-sugar-added",Snacks,Shelf-stable,Varies by item
2174,"Protein Bars, single-serve",Snacks,Shelf-stable,Varies by item
2175,"Protein Bars, multipack",Snacks,Shelf-stable,Varies by item
2176,"Protein Bars, family-size",Snacks,Shelf-stable,Varies by item
2177,"Protein Bars, low-sodium",Snacks,Shelf-stable,Varies by item
2178,"Protein Bars, no-sugar-added",Snacks,Shelf-stable,Varies by item
2179,"Breakfast Bars, single-serve",Snacks,Shelf-stable,Varies by item
2180,"Breakfast Bars, multipack",Snacks,Shelf-stable,Varies by item
2181,"Breakfast Bars, family-size",Snacks,Shelf-stable,Varies by item
2182,"Breakfast Bars, low-sodium",Snacks,Shelf-stable,Varies by item
2183,"Breakfast Bars, no-sugar-added",Snacks,Shelf-stable,Varies by item
2184,"Trail Mix, single-serve",Snacks,Shelf-stable,Varies by item
2185,"Trail Mix, multipack",Snacks,Shelf-stable,Varies by item
2186,"Trail Mix, family-size",Snacks,Shelf-stable,Varies by item
2187,"Trail Mix, low-sodium",Snacks,Shelf-stable,Varies by item
2188,"Trail Mix, no-sugar-added",Snacks,Shelf-stable,Varies by item
2189,"Peanut Snack Mix, single-serve",Snacks,Shelf-stable,Varies by item
2190,"Peanut Snack Mix, multipack",Snacks,Shelf-stable,Varies by item
2191,"Peanut Snack Mix, family-size",Snacks,Shelf-stable,Varies by item
2192,"Peanut Snack Mix, low-sodium",Snacks,Shelf-stable,Varies by item
2193,"Peanut Snack Mix, no-sugar-added",Snacks,Shelf-stable,Varies by item
2194,"Roasted Chickpeas, single-serve",Snacks,Shelf-stable,Varies by item
2195,"Roasted Chickpeas, multipack",Snacks,Shelf-stable,Varies by item
2196,"Roasted Chickpeas, family-size",Snacks,Shelf-stable,Varies by item
2197,"Roasted Chickpeas, low-sodium",Snacks,Shelf-stable,Varies by item
2198,"Roasted Chickpeas, no-sugar-added",Snacks,Shelf-stable,Varies by item
2199,"Dried Mango, single-serve",Snacks,Shelf-stable,Varies by item
2200,"Dried Mango, multipack",Snacks,Shelf-stable,Varies by item
2201,"Dried Mango, family-size",Snacks,Shelf-stable,Varies by item
2202,"Dried Mango, low-sodium",Snacks,Shelf-stable,Varies by item
2203,"Dried Mango, no-sugar-added",Snacks,Shelf-stable,Varies by item
2204,"Banana Chips, single-serve",Snacks,Shelf-stable,Varies by item
2205,"Banana Chips, multipack",Snacks,Shelf-stable,Varies by item
2206,"Banana Chips, family-size",Snacks,Shelf-stable,Varies by item
2207,"Banana Chips, low-sodium",Snacks,Shelf-stable,Varies by item
2208,"Banana Chips, no-sugar-added",Snacks,Shelf-stable,Varies by item
2209,"Raisins, single-serve",Snacks,Shelf-stable,Varies by item
2210,"Raisins, multipack",Snacks,Shelf-stable,Varies by item
2211,"Raisins, family-size",Snacks,Shelf-stable,Varies by item
2212,"Raisins, low-sodium",Snacks,Shelf-stable,Varies by item
2213,"Raisins, no-sugar-added",Snacks,Shelf-stable,Varies by item
2214,"Dried Cranberries, single-serve",Snacks,Shelf-stable,Varies by item
2215,"Dried Cranberries, multipack",Snacks,Shelf-stable,Varies by item
2216,"Dried Cranberries, family-size",Snacks,Shelf-stable,Varies by item
2217,"Dried Cranberries, low-sodium",Snacks,Shelf-stable,Varies by item
2218,"Dried Cranberries, no-sugar-added",Snacks,Shelf-stable,Varies by item
2219,"Prunes, single-serve",Snacks,Shelf-stable,Varies by item
2220,"Prunes, multipack",Snacks,Shelf-stable,Varies by item
2221,"Prunes, family-size",Snacks,Shelf-stable,Varies by item
2222,"Prunes, low-sodium",Snacks,Shelf-stable,Varies by item
2223,"Prunes, no-sugar-added",Snacks,Shelf-stable,Varies by item
2224,"Dates, single-serve",Snacks,Shelf-stable,Varies by item
2225,"Dates, multipack",Snacks,Shelf-stable,Varies by item
2226,"Dates, family-size",Snacks,Shelf-stable,Varies by item
2227,"Dates, low-sodium",Snacks,Shelf-stable,Varies by item
2228,"Dates, no-sugar-added",Snacks,Shelf-stable,Varies by item
2229,"Fig Bars, single-serve",Snacks,Shelf-stable,Varies by item
2230,"Fig Bars, multipack",Snacks,Shelf-stable,Varies by item
2231,"Fig Bars, family-size",Snacks,Shelf-stable,Varies by item
2232,"Fig Bars, low-sodium",Snacks,Shelf-stable,Varies by item
2233,"Fig Bars, no-sugar-added",Snacks,Shelf-stable,Varies by item
2234,"Animal Crackers, single-serve",Snacks,Shelf-stable,Varies by item
2235,"Animal Crackers, multipack",Snacks,Shelf-stable,Varies by item
2236,"Animal Crackers, family-size",Snacks,Shelf-stable,Varies by item
2237,"Animal Crackers, low-sodium",Snacks,Shelf-stable,Varies by item
2238,"Animal Crackers, no-sugar-added",Snacks,Shelf-stable,Varies by item
2239,"Vanilla Wafers, single-serve",Snacks,Shelf-stable,Varies by item
2240,"Vanilla Wafers, multipack",Snacks,Shelf-stable,Varies by item
2241,"Vanilla Wafers, family-size",Snacks,Shelf-stable,Varies by item
2242,"Vanilla Wafers, low-sodium",Snacks,Shelf-stable,Varies by item
2243,"Vanilla Wafers, no-sugar-added",Snacks,Shelf-stable,Varies by item
2244,"Oatmeal Cookies, single-serve",Snacks,Shelf-stable,Varies by item
2245,"Oatmeal Cookies, multipack",Snacks,Shelf-stable,Varies by item
2246,"Oatmeal Cookies, family-size",Snacks,Shelf-stable,Varies by item
2247,"Oatmeal Cookies, low-sodium",Snacks,Shelf-stable,Varies by item
2248,"Oatmeal Cookies, no-sugar-added",Snacks,Shelf-stable,Varies by item
2249,"Shortbread Cookies, single-serve",Snacks,Shelf-stable,Varies by item
2250,"Shortbread Cookies, multipack",Snacks,Shelf-stable,Varies by item
2251,"Shortbread Cookies, family-size",Snacks,Shelf-stable,Varies by item
2252,"Shortbread Cookies, low-sodium",Snacks,Shelf-stable,Varies by item
2253,"Shortbread Cookies, no-sugar-added",Snacks,Shelf-stable,Varies by item
2254,"Ginger Snaps, single-serve",Snacks,Shelf-stable,Varies by item
2255,"Ginger Snaps, multipack",Snacks,Shelf-stable,Varies by item
2256,"Ginger Snaps, family-size",Snacks,Shelf-stable,Varies by item
2257,"Ginger Snaps, low-sodium",Snacks,Shelf-stable,Varies by item
2258,"Ginger Snaps, no-sugar-added",Snacks,Shelf-stable,Varies by item
2259,"Chocolate Chip Cookies, single-serve",Snacks,Shelf-stable,Varies by item
2260,"Chocolate Chip Cookies, multipack",Snacks,Shelf-stable,Varies by item
2261,"Chocolate Chip Cookies, family-size",Snacks,Shelf-stable,Varies by item
2262,"Chocolate Chip Cookies, low-sodium",Snacks,Shelf-stable,Varies by item
2263,"Chocolate Chip Cookies, no-sugar-added",Snacks,Shelf-stable,Varies by item
2264,"Sandwich Cookies, single-serve",Snacks,Shelf-stable,Varies by item
2265,"Sandwich Cookies, multipack",Snacks,Shelf-stable,Varies by item
2266,"Sandwich Cookies, family-size",Snacks,Shelf-stable,Varies by item
2267,"Sandwich Cookies, low-sodium",Snacks,Shelf-stable,Varies by item
2268,"Sandwich Cookies, no-sugar-added",Snacks,Shelf-stable,Varies by item
2269,"Pudding Cups, single-serve",Snacks,Shelf-stable,Varies by item
2270,"Pudding Cups, multipack",Snacks,Shelf-stable,Varies by item
2271,"Pudding Cups, family-size",Snacks,Shelf-stable,Varies by item
2272,"Pudding Cups, low-sodium",Snacks,Shelf-stable,Varies by item
2273,"Pudding Cups, no-sugar-added",Snacks,Shelf-stable,Varies by item
2274,"Gelatin Cups, single-serve",Snacks,Shelf-stable,Varies by item
2275,"Gelatin Cups, multipack",Snacks,Shelf-stable,Varies by item
2276,"Gelatin Cups, family-size",Snacks,Shelf-stable,Varies by item
2277,"Gelatin Cups, low-sodium",Snacks,Shelf-stable,Varies by item
2278,"Gelatin Cups, no-sugar-added",Snacks,Shelf-stable,Varies by item
2279,"Cheese Snack Packs, single-serve",Snacks,Shelf-stable,Varies by item
2280,"Cheese Snack Packs, multipack",Snacks,Shelf-stable,Varies by item
2281,"Cheese Snack Packs, family-size",Snacks,Shelf-stable,Varies by item
2282,"Cheese Snack Packs, low-sodium",Snacks,Shelf-stable,Varies by item
2283,"Cheese Snack Packs, no-sugar-added",Snacks,Shelf-stable,Varies by item
2284,"Jerky, single-serve",Snacks,Shelf-stable,Varies by item
2285,"Jerky, multipack",Snacks,Shelf-stable,Varies by item
2286,"Jerky, family-size",Snacks,Shelf-stable,Varies by item
2287,"Jerky, low-sodium",Snacks,Shelf-stable,Varies by item
2288,"Jerky, no-sugar-added",Snacks,Shelf-stable,Varies by item
2289,"Seaweed Snacks, single-serve",Snacks,Shelf-stable,Varies by item
2290,"Seaweed Snacks, multipack",Snacks,Shelf-stable,Varies by item
2291,"Seaweed Snacks, family-size",Snacks,Shelf-stable,Varies by item
2292,"Seaweed Snacks, low-sodium",Snacks,Shelf-stable,Varies by item
2293,"Seaweed Snacks, no-sugar-added",Snacks,Shelf-stable,Varies by item
2294,"Apple Juice, single bottle",Beverages,Shelf-stable,Varies by item
2295,"Apple Juice, multi-pack",Beverages,Shelf-stable,Varies by item
2296,"Apple Juice, family-size bottle",Beverages,Shelf-stable,Varies by item
2297,"Apple Juice, powdered packets",Beverages,Shelf-stable,Varies by item
2298,"Apple Juice, no-sugar-added",Beverages,Shelf-stable,Varies by item
2299,"Orange Juice, single bottle",Beverages,Shelf-stable,Varies by item
2300,"Orange Juice, multi-pack",Beverages,Shelf-stable,Varies by item
2301,"Orange Juice, family-size bottle",Beverages,Shelf-stable,Varies by item
2302,"Orange Juice, powdered packets",Beverages,Shelf-stable,Varies by item
2303,"Orange Juice, no-sugar-added",Beverages,Shelf-stable,Varies by item
2304,"Grape Juice, single bottle",Beverages,Shelf-stable,Varies by item
2305,"Grape Juice, multi-pack",Beverages,Shelf-stable,Varies by item
